UniProt_AC,Gene,Matrisome_Division,Matrisome_Category
C9JF68,TNFSF13,Matrisome-associated,Secreted Factors
C9JFN2,TNFSF13,Matrisome-associated,Secreted Factors
K7EJ28,TNFSF13,Matrisome-associated,Secreted Factors
O75888,TNFSF13,Matrisome-associated,Secreted Factors
Q9Y275,TNFSF13B,Matrisome-associated,Secreted Factors
O43557,TNFSF14,Matrisome-associated,Secreted Factors
O95150,TNFSF15,Matrisome-associated,Secreted Factors
X6R8I9,TNFSF15,Matrisome-associated,Secreted Factors
Q9UNG2,TNFSF18,Matrisome-associated,Secreted Factors
P23510,TNFSF4,Matrisome-associated,Secreted Factors
Q8IV74,TNFSF4,Matrisome-associated,Secreted Factors
P32971,TNFSF8,Matrisome-associated,Secreted Factors
P41273,TNFSF9,Matrisome-associated,Secreted Factors
C9J511,TPO,Matrisome-associated,Secreted Factors
C9JFW0,TPO,Matrisome-associated,Secreted Factors
E9PFM6,TPO,Matrisome-associated,Secreted Factors
H0Y6H4,TPO,Matrisome-associated,Secreted Factors
H7BZH8,TPO,Matrisome-associated,Secreted Factors
H7C1F5,TPO,Matrisome-associated,Secreted Factors
H7C5B6,TPO,Matrisome-associated,Secreted Factors
P07202,TPO,Matrisome-associated,Secreted Factors
A2A2V4,VEGFA,Matrisome-associated,Secreted Factors
H0YBI8,VEGFA,Matrisome-associated,Secreted Factors
H0YBZ0,VEGFA,Matrisome-associated,Secreted Factors
H3BLW8,VEGFA,Matrisome-associated,Secreted Factors
J3KPA4,VEGFA,Matrisome-associated,Secreted Factors
P15692,VEGFA,Matrisome-associated,Secreted Factors
H0YGB6,VEGFB,Matrisome-associated,Secreted Factors
P49765,VEGFB,Matrisome-associated,Secreted Factors
P49767,VEGFC,Matrisome-associated,Secreted Factors
Q2TAL6,VWC2,Matrisome-associated,Secreted Factors
B2RUY7,VWC2L,Matrisome-associated,Secreted Factors
B7ZW27,VWC2L,Matrisome-associated,Secreted Factors
Q96NZ8,WFIKKN1,Matrisome-associated,Secreted Factors
C9J6G4,WFIKKN2,Matrisome-associated,Secreted Factors
Q8TEU8,WFIKKN2,Matrisome-associated,Secreted Factors
F5H8A3,WIF1,Matrisome-associated,Secreted Factors
H0YFK7,WIF1,Matrisome-associated,Secreted Factors
Q9Y5W5,WIF1,Matrisome-associated,Secreted Factors
P04628,WNT1,Matrisome-associated,Secreted Factors
H7BZB8,WNT10A,Matrisome-associated,Secreted Factors
Q9GZT5,WNT10A,Matrisome-associated,Secreted Factors
B5MCC8,WNT10B,Matrisome-associated,Secreted Factors
C9J3H3,WNT10B,Matrisome-associated,Secreted Factors
C9JCI2,WNT10B,Matrisome-associated,Secreted Factors
O00744,WNT10B,Matrisome-associated,Secreted Factors
Q4VAJ4,WNT10B,Matrisome-associated,Secreted Factors
O96014,WNT11,Matrisome-associated,Secreted Factors
E9PH60,WNT16,Matrisome-associated,Secreted Factors
Q9UBV4,WNT16,Matrisome-associated,Secreted Factors
C9JUI2,WNT2,Matrisome-associated,Secreted Factors
F8WDR1,WNT2,Matrisome-associated,Secreted Factors
P09544,WNT2,Matrisome-associated,Secreted Factors
Q5TEH8,WNT2B,Matrisome-associated,Secreted Factors
Q93097,WNT2B,Matrisome-associated,Secreted Factors
P56703,WNT3,Matrisome-associated,Secreted Factors
P56704,WNT3A,Matrisome-associated,Secreted Factors
B1AJZ6,WNT4,Matrisome-associated,Secreted Factors
H0Y663,WNT4,Matrisome-associated,Secreted Factors
P56705,WNT4,Matrisome-associated,Secreted Factors
C9J8I8,WNT5A,Matrisome-associated,Secreted Factors
P41221,WNT5A,Matrisome-associated,Secreted Factors
F5GYM2,WNT5B,Matrisome-associated,Secreted Factors
F5H034,WNT5B,Matrisome-associated,Secreted Factors
F5H364,WNT5B,Matrisome-associated,Secreted Factors
F5H7Q6,WNT5B,Matrisome-associated,Secreted Factors
Q9H1J7,WNT5B,Matrisome-associated,Secreted Factors
Q9Y6F9,WNT6,Matrisome-associated,Secreted Factors
O00755,WNT7A,Matrisome-associated,Secreted Factors
A8K0G1,WNT7B,Matrisome-associated,Secreted Factors
B8A595,WNT7B,Matrisome-associated,Secreted Factors
B8A597,WNT7B,Matrisome-associated,Secreted Factors
B8A598,WNT7B,Matrisome-associated,Secreted Factors
P56706,WNT7B,Matrisome-associated,Secreted Factors
D6RF47,WNT8A,Matrisome-associated,Secreted Factors
D6RF94,WNT8A,Matrisome-associated,Secreted Factors
Q9H1J5,WNT8A,Matrisome-associated,Secreted Factors
Q93098,WNT8B,Matrisome-associated,Secreted Factors
O14904,WNT9A,Matrisome-associated,Secreted Factors
E7EPC3,WNT9B,Matrisome-associated,Secreted Factors
I3L0L8,WNT9B,Matrisome-associated,Secreted Factors
O14905,WNT9B,Matrisome-associated,Secreted Factors
P47992,XCL1,Matrisome-associated,Secreted Factors
Q9UBD3,XCL2,Matrisome-associated,Secreted Factors
Q96JP5,ZFP91,Matrisome-associated,Secreted Factors
